pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 142 b,HD 142,1,2,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,351.43394,0.3746,-0.3777,0.0,1.039,0.046,-0.051,0.0,,,,,,,,,,,,,,,,,396.96768,38.13941,-41.31769,0.0,1.249,0.12,-0.13,0.0,,,,,,,,,396.96768,38.13941,-41.31769,0.0,1.249,0.12,-0.13,0.0,Msini,,,,,0.158,0.033,-0.03,0.0,,,,,,,,,,,,,,,,,BJD,0.0,32.043,1.058,-1.115,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.21,0.17,-0.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,0.0449,-0.0446,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011348,-0.0011348,2023-06-14,2022-09,2023-06-14
HD 142415 b,HD 142415,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,386.29999,1.6,-1.6,0.0,1.06,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,530.7761,38.1396,-38.1396,0.0,1.67,0.12,-0.12,0.0,,,,,,,,,530.7761,38.1396,-38.1396,0.0,1.67,0.12,-0.12,0.0,Msini,,,,,0.5,,,0.0,,,,,,,,,,,,,,,,,,0.0,51.3,2.3,-2.3,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5940.0,28.0,-28.0,0.0,1.04,0.02,-0.02,0.0,1.07,0.1,-0.1,0.0,0.13,,,0.0,[Fe/H],,,,,4.44,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h57m40.56s,239.418989,-60d12m02.50s,-60.2006948,35.5318,0.0418,-0.0417,7.33,0.03,-0.03,5.892,0.023,-0.023,7.17789,0.000246,-0.000246,2018-09-04,2017-03,2018-09-06
HD 145457 b,HD 145457,1,1,1,Radial Velocity,2010,Subaru Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,176.3,0.39,-0.39,0.0,0.76,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,708.7609,133.4886,-133.4886,0.0,2.23,0.42,-0.42,0.0,,,,,,,,,708.7609,133.4886,-133.4886,0.0,2.23,0.42,-0.42,0.0,Msini,,,,,0.11,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,0.0,70.6,3.1,-3.1,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4769.0,27.0,-27.0,0.0,10.52,0.41,-0.41,0.0,1.23,0.34,-0.34,0.0,-0.25,,,0.0,[Fe/H],,,,,2.48,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m03.89s,242.5162215,+26d44m34.46s,26.7429068,135.292,0.4035,-0.4035,6.57226,0.023,-0.023,4.122,0.042,-0.042,6.28309,0.0003266,-0.0003266,2018-09-04,2017-03,2018-09-06
HD 147873 b,HD 147873,1,2,2,Radial Velocity,2016,Multiple Observatories,Published Confirmed,0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,116.596,0.023,-0.023,0.0,0.522,0.018,-0.018,0.0,,,,,,,,,,,,,,,,,1633.6462,108.0622,-108.0622,0.0,5.14,0.34,-0.34,0.0,,,,,,,,,1633.6462,108.0622,-108.0622,0.0,5.14,0.34,-0.34,0.0,Msini,,,,,0.207,0.013,-0.013,0.0,,,,,,,,,,,,,,,,,,0.0,171.5,1.2,-1.2,0.0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G1 V,5972.0,100.0,-100.0,0.0,2.29,0.1,-0.1,0.0,1.38,0.05,-0.05,0.0,0.03,0.1,-0.1,0.0,[Fe/H],0.777,0.043,-0.047,0.0,3.86,0.05,-0.05,0.0,4.0,3.0,-3.0,0.0,,,,,5.9,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h25m45.13s,246.4380471,-33d34m02.00s,-33.5672217,109.055,1.021,-1.002,7.96,0.03,-0.03,6.581,0.029,-0.029,7.81828,0.000315,-0.000315,2016-11-09,2017-04,2016-11-10
HD 148164 b,HD 148164,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,328.55,0.41,-0.41,0.0,0.993,0.066,-0.066,0.0,,,,,,,,,,,,,,,,,390.9309,79.4575,-79.4575,0.0,1.23,0.25,-0.25,0.0,,,,,,,,,390.9309,79.4575,-79.4575,0.0,1.23,0.25,-0.25,0.0,Msini,,,,,0.587,0.026,-0.026,0.0,,,,,,,,,,,,,,,,,JD,0.0,39.6,1.7,-1.7,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,F8,6032.0,,,0.0,1.34,0.1,-0.1,0.0,1.21,0.24,-0.24,0.0,0.24,,,0.0,[Fe/H],0.33,0.07,-0.07,0.0,,,,,2.41,0.81,-0.81,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971,0.3014,-0.2992,8.23,0.03,-0.03,6.906,0.021,-0.021,8.0907,0.000364,-0.000364,2018-09-25,2018-11,2018-09-27
HD 148427 b,HD 148427,1,1,1,Radial Velocity,2009,Lick Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,331.5,3.0,-3.0,0.0,1.04,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,413.179,54.0311,-54.0311,0.0,1.3,0.17,-0.17,0.0,,,,,,,,,413.179,54.0311,-54.0311,0.0,1.3,0.17,-0.17,0.0,Msini,,,,,0.16,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,0.0,27.7,2.0,-2.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5025.0,4.0,-4.0,0.0,3.86,0.12,-0.12,0.0,1.64,0.27,-0.27,0.0,0.08,,,0.0,[Fe/H],,,,,3.48,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h28m28.11s,247.1171311,-13d23m58.64s,-13.3996231,71.3499,0.30705,-0.30705,6.90498,0.023,-0.023,4.682,0.021,-0.021,6.63542,0.000127,-0.000127,2018-09-04,2017-03,2018-09-06
HD 1502 b,HD 1502,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,428.5,1.2,-1.2,0.0,1.262,0.092,-0.092,0.0,,,,,,,,,,,,,,,,,874.0325,50.8528,-50.8528,0.0,2.75,0.16,-0.16,0.0,,,,,,,,,874.0325,50.8528,-50.8528,0.0,2.75,0.16,-0.16,0.0,Msini,,,,,0.031,0.022,-0.022,0.0,,,,,,,,,,,,,,,,,JD,0.0,57.5,3.3,-3.3,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4947.0,,,0.0,4.67,,,0.0,1.46,,,0.0,,,,,,,,,,3.18,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h19m17.15s,4.8214389,+14d03m16.86s,14.054683,190.953,2.7675,-2.7675,8.36,0.03,-0.03,6.12,0.026,-0.026,8.10417,0.000361,-0.000361,2018-12-03,2019-04,2018-12-06
HD 154672 b,HD 154672,1,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,163.94,0.01,-0.01,0.0,0.6,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,1706.7471,123.9537,-123.9537,0.0,5.37,0.39,-0.39,0.0,,,,,,,,,1706.7471,123.9537,-123.9537,0.0,5.37,0.39,-0.39,0.0,Msini,,,,,0.61,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,225.0,2.0,-2.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5743.0,23.0,-23.0,0.0,1.32,0.02,-0.02,0.0,1.18,0.12,-0.12,0.0,0.25,,,0.0,[Fe/H],,,,,4.27,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h10m04.97s,257.520697,-56d26m59.29s,-56.4498041,63.0484,0.1947,-0.1936,8.21,0.03,-0.03,6.612,0.023,-0.023,8.03732,0.000247,-0.000247,2018-09-04,2017-03,2018-09-06
HD 155193 b,HD 155193,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,352.65,2.58,-2.58,0.0,1.04,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,238.37131,19.0697,-19.0697,0.0,0.75,0.06,-0.06,0.0,,,,,,,,,238.37131,19.0697,-19.0697,0.0,0.75,0.06,-0.06,0.0,Msini,,,,,0.21,0.08,-0.08,0.0,,,,,,,,,0.711,,,-1.0,,,,,,0.0,19.51,1.42,-1.42,0.0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,F8 IV,6239.0,20.0,-20.0,0.0,,,,,1.22,0.08,-0.08,0.0,0.05,0.01,-0.01,0.0,[Fe/H],,,,,4.26,0.04,-0.04,0.0,,,,,,,,,3.6,1.0,-1.0,0.0,,,,,3.88,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h09m41.01s,257.4208876,+10d02m17.16s,10.0381003,57.7995,0.1224,-0.1219,7.0092,0.023,-0.023,5.715,0.024,-0.024,6.86686,0.000195,-0.000195,2021-05-28,2021-07,2021-05-28
HD 155358 b,HD 155358,1,1,2,Radial Velocity,2007,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,194.3,0.3,-0.3,0.0,0.63,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,314.6517,25.4264,-25.4264,0.0,0.99,0.08,-0.08,0.0,,,,,,,,,314.6517,25.4264,-25.4264,0.0,0.99,0.08,-0.08,0.0,Msini,,,,,0.17,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,32.0,2.0,-2.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5905.0,13.0,-13.0,0.0,1.38,0.02,-0.02,0.0,1.15,0.08,-0.08,0.0,-0.6,,,0.0,[Fe/H],,,,,4.22,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197,0.0472,-0.0472,7.28,0.03,-0.03,5.808,0.018,-0.018,7.12074,0.000255,-0.000255,2018-09-04,2017-03,2018-09-06
HD 155358 c,HD 155358,1,1,2,Radial Velocity,2007,McDonald Observatory,Published Confirmed,0,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,391.9,1.0,-1.0,0.0,1.02,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,261.0,22.0,-22.0,0.0,0.82,0.07,-0.07,0.0,,,,,,,,,261.0,22.0,-22.0,0.0,0.82,0.07,-0.07,0.0,Msini,,,,,0.16,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,0.0,24.9,1.0,-1.0,0.0,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,G0,5900.0,100.0,-100.0,0.0,,,,,0.92,,,0.0,-0.51,0.06,-0.06,0.0,[Fe/H],,,,,4.16,0.12,-0.12,0.0,10.7,,,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h09m34.34s,257.3930947,+33d21m17.74s,33.3549277,43.6197,0.0472,-0.0472,7.28,0.03,-0.03,5.808,0.018,-0.018,7.12074,0.000255,-0.000255,2019-01-28,2012-04,2019-01-31
HD 156279 b,HD 156279,1,1,2,Radial Velocity,2011,Haute-Provence Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,133.40355,0.00417,-0.00405,0.0,0.502,0.02,-0.022,0.0,,,,,,,,,,,,,,,,,2997.75753,242.18525,-254.58055,0.0,9.432,0.762,-0.801,0.0,,,,,,,,,2997.75753,242.18525,-254.58055,0.0,9.432,0.762,-0.801,0.0,Msini,,,,,0.647,0.0008,-0.0007,0.0,,,,,,,,,,,,,,,,,BJD,0.0,509.454,0.627,-0.612,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.94,0.12,-0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h12m23.20s,258.0966686,+63d21m10.02s,63.3527828,36.1945,0.0361,-0.0359,8.07,0.03,-0.03,6.269,0.023,-0.023,7.86569,0.000451,-0.000451,2023-06-14,2022-09,2023-06-14
HD 156846 b,HD 156846,1,2,1,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,359.51001,0.09,-0.09,0.0,1.12,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,3391.2461,235.1942,-235.1942,0.0,10.67,0.74,-0.74,0.0,,,,,,,,,3391.2461,235.1942,-235.1942,0.0,10.67,0.74,-0.74,0.0,Msini,,,,,0.85,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,464.3,3.0,-3.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6090.0,31.0,-31.0,0.0,1.9,0.04,-0.04,0.0,1.38,0.14,-0.14,0.0,0.15,,,0.0,[Fe/H],,,,,4.02,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h20m34.16s,260.1423366,-19d20m03.71s,-19.334365,47.7332,0.117,-0.1163,6.5,0.03,-0.03,5.149,0.017,-0.017,6.3623,0.0005555,-0.0005555,2018-09-04,2017-03,2018-09-06
HD 159243 c,HD 159243,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,248.4,4.9,-4.9,0.0,0.8,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,603.9,41.32,-41.32,0.0,1.9,0.13,-0.13,0.0,,,,,,,,,603.9,41.32,-41.32,0.0,1.9,0.13,-0.13,0.0,Msini,,,,,0.075,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.0,56.6,3.3,-3.3,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G0 V,6123.0,65.0,-65.0,0.0,1.12,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.05,0.04,-0.04,0.0,[Fe/H],0.114,,,0.0,4.55,0.11,-0.11,0.0,1.25,1.1,-1.1,0.0,,,,,3.8,0.5,-0.5,0.0,,,,,-22.69,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,0.2358,-0.2344,8.65,0.03,-0.03,7.297,0.021,-0.021,8.51188,0.000442,-0.000442,2014-05-14,2014-03,2014-05-14
HD 159868 c,HD 159868,1,1,2,Radial Velocity,2012,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,351.0,1.1,-1.1,0.0,1.032,0.064,-0.064,0.0,,,,,,,,,,,,,,,,,244.09344,13.98452,-13.98452,0.0,0.768,0.044,-0.044,0.0,,,,,,,,,244.09344,13.98452,-13.98452,0.0,0.768,0.044,-0.044,0.0,Msini,,,,,0.184,0.037,-0.037,0.0,,,,,,,,,,,,,,,,,JD,0.0,20.0,1.1,-1.1,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5534.0,,,0.0,2.13,,,0.0,1.19,,,0.0,,,,,,,,,,3.92,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503,0.1669,-0.166,7.24,0.03,-0.03,5.535,0.024,-0.024,7.04579,0.000353,-0.000353,2018-12-03,2019-04,2018-12-06
HD 161178 b,HD 161178,1,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,279.3,1.0,-0.8,0.0,0.85,0.05,-0.07,0.0,,,,,,,,,,,,,,,,,181.16219,6.35657,-50.85255,0.0,0.57,0.02,-0.16,0.0,,,,,,,,,181.16219,6.35657,-50.85255,0.0,0.57,0.02,-0.16,0.0,Msini,,,,,0.044,0.132,-0.019,0.0,,,,,,,,,,,,,,,,,JD,0.0,17.0,1.6,-2.3,0.0,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,G9 III,4786.0,,,0.0,10.95,0.42,-0.54,0.0,1.06,0.25,-0.17,0.0,-0.21,0.09,-0.07,0.0,[Fe/H],1.751,0.044,-0.043,0.0,2.38,0.07,-0.03,0.0,,,,,,,,,1.78,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m08.97s,264.2873565,+72d27m21.09s,72.455859,107.188,0.4905,-0.4905,5.88375,0.023,-0.023,3.657,0.236,-0.236,5.59958,0.0015918,-0.0015918,2022-01-10,2021-12,2022-01-10
HD 164509 b,HD 164509,1,2,1,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,280.17,0.82,-0.82,0.0,0.87,0.051,-0.051,0.0,,,,,,,,,,,,,,,,,140.79869,26.37989,-26.37989,0.0,0.443,0.083,-0.083,0.0,,,,,,,,,140.79869,26.37989,-26.37989,0.0,0.443,0.083,-0.083,0.0,Msini,,,,,0.238,0.062,-0.062,0.0,,,,,,,,,,,,,,,,,JD,0.0,13.15,0.77,-0.77,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5859.0,,,0.0,1.11,0.06,-0.06,0.0,1.12,0.19,-0.19,0.0,0.2,,,0.0,[Fe/H],0.12,0.05,-0.05,0.0,,,,,2.32,1.27,-1.27,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h01m31.22s,270.3800811,+00d06m16.09s,0.1044685,53.1119,0.1432,-0.1425,8.1,0.03,-0.03,6.586,0.021,-0.021,7.95594,0.000404,-0.000404,2018-09-25,2018-11,2018-09-27
HD 165155 b,HD 165155,1,1,1,Radial Velocity,2016,Multiple Observatories,Published Confirmed,0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,434.5,2.1,-2.1,0.0,1.13,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,918.5287,73.1009,-73.1009,0.0,2.89,0.23,-0.23,0.0,,,,,,,,,918.5287,73.1009,-73.1009,0.0,2.89,0.23,-0.23,0.0,Msini,,,,,0.2,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,,0.0,75.8,3.0,-3.0,0.0,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,G8 V,5426.0,100.0,-100.0,0.0,0.95,0.11,-0.11,0.0,1.02,0.05,-0.05,0.0,0.09,0.1,-0.1,0.0,[Fe/H],-0.155,0.047,-0.053,0.0,4.49,0.11,-0.11,0.0,11.0,4.0,-4.0,0.0,,,,,1.5,0.1,-0.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m57.44s,271.4893395,-29d55m02.11s,-29.9172536,63.3574,0.2184,-0.2168,9.36,0.03,-0.03,7.584,0.02,-0.02,9.21413,0.000281,-0.000281,2016-11-09,2017-04,2016-11-10
